mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
elvis,Artist,not sure what im looking for but its not elvis,https://en.wikipedia.org/wiki/Elvis_Presley,human,Elvis_Presley,8.028838249491614
cinematic orchestra,Artist,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,https://en.wikipedia.org/wiki/The_Cinematic_Orchestra,musical group,The_Cinematic_Orchestra,2.638028008525419
to build a home,WoA,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,https://en.wikipedia.org/wiki/To_Build_a_Home,musical work/composition,To_Build_a_Home,0.0
kopa,Artist,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,https://en.wikipedia.org/wiki/Anthony_van_Dyck,human,Anthony_van_Dyck,5.255584068245428
her,WoA,can you please give me a list of lofi songs or songs in general that have her movie samples in it,https://en.wikipedia.org/wiki/Her_(film),film,Her_(film),3.498965636898598
best intentions,WoA,looking for songs similar to best intentions by hodera,https://en.wikipedia.org/wiki/Best_Intentions_(album),album,Best_Intentions_(album),0.302644914116474
hodera,Artist,looking for songs similar to best intentions by hodera,https://en.wikipedia.org/wiki/Hoderi,human,Hoderi,0.5466200451917853
tool,Artist,looking for prog rock prog metal similar to tool,https://en.wikipedia.org/wiki/Tool_(band),musical group,Tool_(band),5.196112319712359
ron pope,Artist,songs or artists similar to ron pope,https://en.wikipedia.org/wiki/Ron_Pope,human,Ron_Pope,0.3871482575615506
gladiator,WoA,this one is called gladiator by zayde wolf,https://en.wikipedia.org/wiki/Gladiator_(Dami_Im_song),single,Gladiator_(Dami_Im_song),0.4680128696800203
zayde wolf,Artist,this one is called gladiator by zayde wolf,,,,0.0
beautiful,WoA,im looking for songs like beautiful by hedley | any suggestions,https://en.wikipedia.org/wiki/Beautiful_(Christina_Aguilera_song),song,Beautiful_(Christina_Aguilera_song),3.1979526742724502
hedley,Artist,im looking for songs like beautiful by hedley | any suggestions,https://en.wikipedia.org/wiki/Hedley_(band),musical group,Hedley_(band),3.8035865436548377
tyler,Artist,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,https://en.wikipedia.org/wiki/Michael_J._Tyler,human,Michael_J._Tyler,0.5112170694735862
gone gone thank you,WoA,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,,,,0.0
igor,WoA,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,https://en.wikipedia.org/wiki/Igor_(album),album,Igor_(album),0.0
country of the future,WoA,something songs or groups similar to country of the future by mirah,,,,0.0
mirah,Artist,something songs or groups similar to country of the future by mirah,https://en.wikipedia.org/wiki/Mirah,human,Mirah,2.807127194104416
 jon bellion,Artist,artists like jon bellion,https://en.wikipedia.org/wiki/Jon_Bellion,human,Jon_Bellion,2.245796259530268
fight back,WoA,songs like fight back | from neffex,https://en.wikipedia.org/wiki/Fight_Back_(Discharge_EP),extended play,Fight_Back_(Discharge_EP),0.1647120860756885
neffex,Artist,songs like fight back | from neffex,,,,0.0
zedd,Artist,music with guitar like zedd happy now,https://en.wikipedia.org/wiki/Zed_(band),musical group,Zed_(band),1.8478860687654264
happy now,WoA,music with guitar like zedd happy now,https://en.wikipedia.org/wiki/Happy_Now_(Zedd_and_Elley_Duh%C3%A9_song),song,Happy_Now_(Zedd_and_Elley_Duh%C3%A9_song),0.0
pray,WoA,any similar songs like pray alok | ft conor maynard,https://en.wikipedia.org/wiki/Pray_(Justin_Bieber_song),single,Pray_(Justin_Bieber_song),0.5664819332464681
alok,Artist,any similar songs like pray alok | ft conor maynard,https://en.wikipedia.org/wiki/Alok_(DJ),human,Alok_(DJ),0.9744468448872432
conor maynard,Artist,any similar songs like pray alok | ft conor maynard,https://en.wikipedia.org/wiki/Conor_Maynard,human,Conor_Maynard,2.769366281920652
under the water,WoA,song similar like under the water aurora and hit and run lolo,https://en.wikipedia.org/wiki/Under_the_Water,musical work/composition,Under_the_Water,0.4435559687892674
aurora,Artist,song similar like under the water aurora and hit and run lolo,https://en.wikipedia.org/wiki/George_Sand,human,George_Sand,4.579508382078997
hit and run,WoA,song similar like under the water aurora and hit and run lolo,https://en.wikipedia.org/wiki/Hit_and_Run_(Girlschool_album),album,Hit_and_Run_(Girlschool_album),1.0002287845293782
lolo,Artist,song similar like under the water aurora and hit and run lolo,https://en.wikipedia.org/wiki/Lolo_(singer),human,Lolo_(singer),1.838214907740042
monster mash,WoA,songs similar to monster mash,https://en.wikipedia.org/wiki/Monster_Mash,single,Monster_Mash,2.627921572355908
tame impalas,Artist,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,https://en.wikipedia.org/wiki/Tame_Impala,musical group,Tame_Impala,3.877230085010712
currents,WoA,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,https://en.wikipedia.org/wiki/Currents_(Tame_Impala_album),album,Currents_(Tame_Impala_album),1.577355038466571
mac demarcos,Artist,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,https://en.wikipedia.org/wiki/Mac_DeMarco,human,Mac_DeMarco,2.945421870493302
chamber of reflection,WoA,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,,,,0.0
the wilder sun,WoA,jon hopkins the wilder sun | what genre this is where to find more,,,,0.0
jon hopkins,Artist,jon hopkins the wilder sun | what genre this is where to find more,https://en.wikipedia.org/wiki/Jon_Hopkins,human,Jon_Hopkins,3.009561896129455
meatbodies,Artist,the meatbodies | alice album,https://en.wikipedia.org/wiki/Meatbodies,musical group,Meatbodies,0.3257846199199115
alice,WoA,the meatbodies | alice album,https://en.wikipedia.org/wiki/Alice_(Avril_Lavigne_song),single,Alice_(Avril_Lavigne_song),1.1255485476758924
title fight,Artist,music similar to title fight hyperview,https://en.wikipedia.org/wiki/Title_Fight,musical group,Title_Fight,2.426715061713873
hyperview,WoA,music similar to title fight hyperview,https://en.wikipedia.org/wiki/Hyperview_(album),album,Hyperview_(album),0.0309304279157416
nominal,Artist,music like nominal everyday anyone,,,,0.0
everyday anyone,WoA,music like nominal everyday anyone,,,,0.0
stickerbush symphony,WoA,looking for something like stickerbush symphony from donkey kong country 2,,,,0.0
donkey kong country 2,WoA,looking for something like stickerbush symphony from donkey kong country 2,https://en.wikipedia.org/wiki/Donkey_Kong_Country_2:_Diddy%27s_Kong_Quest,video game,Donkey_Kong_Country_2:_Diddy%27s_Kong_Quest,2.2918575605157923
keep your eyes peeled,WoA,looking for songs like keep your eyes peeled by qotsa,,,,0.0
qotsa,Artist,looking for songs like keep your eyes peeled by qotsa,https://en.wikipedia.org/wiki/Queens_of_the_Stone_Age,musical group,Queens_of_the_Stone_Age,5.452393992414608
circles,WoA,circles by post malone is one of my new faves and i need more like it,https://en.wikipedia.org/wiki/Circles_(Post_Malone_song),single,Circles_(Post_Malone_song),0.0
post malone,Artist,circles by post malone is one of my new faves and i need more like it,https://en.wikipedia.org/wiki/Post_Malone,human,Post_Malone,3.190445301013062
rocket league,WoA,rocket league like edm electronic music,https://en.wikipedia.org/wiki/Rocket_League_x_Monstercat_Vol._1,album,Rocket_League_x_Monstercat_Vol._1,0.0
end credits,WoA,songs like end credits by eden,https://en.wikipedia.org/wiki/End_Credits,single,End_Credits,0.4601173362717272
eden,Artist,songs like end credits by eden,https://en.wikipedia.org/wiki/Albert_Edelfelt,human,Albert_Edelfelt,1.9110147901358123
ride across the river,WoA,music similar to ride across the river,https://en.wikipedia.org/wiki/Ride_Across_the_River,musical work/composition,Ride_Across_the_River,0.0
feeling good,WoA,looking for similar songs to feeling good by michael buble,https://en.wikipedia.org/wiki/Feeling_Good,musical work/composition,Feeling_Good,3.087508639962138
michael buble,Artist,looking for similar songs to feeling good by michael buble,https://en.wikipedia.org/wiki/Michael_Bubl%C3%A9,human,Michael_Bubl%C3%A9,5.197994574790716
matrix,WoA,suggestions for music with a matrix vibe,https://en.wikipedia.org/wiki/Matrix_(EP),extended play,Matrix_(EP),0.0
castle,WoA,any songs similar to castle by halsey,https://en.wikipedia.org/wiki/The_Castle_(1968_film),film,The_Castle_(1968_film),0.5825335124862825
halsey,Artist,any songs similar to castle by halsey,https://en.wikipedia.org/wiki/Halsey_(singer),human,Halsey_(singer),3.713672356851502
beastars,Artist,so netflixs beastars has epic op would like to find more like that,,,,0.0
out of my mind,WoA,any suggestions of sexy bluesy jazzy songs like out of my mind by john mayer,https://en.wikipedia.org/wiki/Out_of_My_Mind_(B.o.B_song),single,Out_of_My_Mind_(B.o.B_song),0.1403643745075857
john mayer,Artist,any suggestions of sexy bluesy jazzy songs like out of my mind by john mayer,https://en.wikipedia.org/wiki/John_Mayer_Trio,musical group,John_Mayer_Trio,1.7364804663592943
poetry how does it feel,WoA,songs like this | poetry how does it feel | by akua naru | jazz spoken word,,,,0.0
akua naru,Artist,songs like this | poetry how does it feel | by akua naru | jazz spoken word,https://en.wikipedia.org/wiki/Akua_Naru,human,Akua_Naru,0.0
 john mayers,Artist,music like john mayers paradise valley & born and raised,https://en.wikipedia.org/wiki/John_Mayer_Trio,musical group,John_Mayer_Trio,1.7364804663592943
paradise valley,WoA,music like john mayers paradise valley & born and raised,https://en.wikipedia.org/wiki/Paradise_Valley_(album),album,Paradise_Valley_(album),1.0148940406849878
born and raised,WoA,music like john mayers paradise valley & born and raised,https://en.wikipedia.org/wiki/Born_and_Raised_(John_Mayer_album),album,Born_and_Raised_(John_Mayer_album),1.2886602689481776
story of my life,WoA,similar songs to story of my life and or high hopes,https://en.wikipedia.org/wiki/Story_of_My_Life_(One_Direction_song),single,Story_of_My_Life_(One_Direction_song),1.8469685353731864
high hopes,WoA,similar songs to story of my life and or high hopes,https://en.wikipedia.org/wiki/High_Hopes_(album),album,High_Hopes_(album),2.0460114926283506
first love late spring,WoA,i need songs that are just as beautiful as first love late spring by mitski,,,,0.0
mitski,Artist,i need songs that are just as beautiful as first love late spring by mitski,https://en.wikipedia.org/wiki/Mitski,human,Mitski,1.2585062886525051
santanaworld,WoA,albums similar to santanaworld by tay k,,,,0.0
tay k,Artist,albums similar to santanaworld by tay k,https://en.wikipedia.org/wiki/TAY_(singer),human,TAY_(singer),0.0
pages and paragraphs,WoA,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,,,,0.0
set it off,Artist,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,https://en.wikipedia.org/wiki/Set_It_Off_(band),musical group,Set_It_Off_(band),2.0200425103724964
the anthem,WoA,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,https://en.wikipedia.org/wiki/The_Anthem_(Good_Charlotte_song),song,The_Anthem_(Good_Charlotte_song),1.3712283444464255
good charlotte,Artist,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,https://en.wikipedia.org/wiki/Good_Charlotte,musical group,Good_Charlotte,4.731468480526436
time to say goodbye,WoA,songs like time to say goodbye andrea bocelli ft sarah brightman,https://en.wikipedia.org/wiki/Timeless_(Sarah_Brightman_album),album,Timeless_(Sarah_Brightman_album),1.166154613170585
andrea bocelli,Artist,songs like time to say goodbye andrea bocelli ft sarah brightman,https://en.wikipedia.org/wiki/Andrea_Bocelli,human,Andrea_Bocelli,5.029149316805848
sarah brightman,Artist,songs like time to say goodbye andrea bocelli ft sarah brightman,https://en.wikipedia.org/wiki/Sarah_Brightman,human,Sarah_Brightman,4.655156000418312
moon hooch,Artist,looking for bands like moon hooch and too many zooz,https://en.wikipedia.org/wiki/Moon_Hooch,musical group,Moon_Hooch,0.8005116337199283
too many zooz,Artist,looking for bands like moon hooch and too many zooz,https://en.wikipedia.org/wiki/Too_Many_Zooz,musical group,Too_Many_Zooz,0.0
specii,Artist,artists like specii | romanian hip hop,,,,0.0
thom yorke,Artist,similiar to thom yorke and floex,https://en.wikipedia.org/wiki/Thom_Yorke,human,Thom_Yorke,4.578005752194462
floex,Artist,similiar to thom yorke and floex,https://en.wikipedia.org/wiki/Floetry,musical group,Floetry,2.752657593039672
dré anthony,Artist,dré anthony dice,,,,0.0
dice,WoA,dré anthony dice,https://en.wikipedia.org/wiki/Dice_(hide_song),single,Dice_(hide_song),0.1722904511824996
photomaton,WoA,im looking for songs with a similar sound to the intro of photomaton by jabberwocky,,,,0.0
jabberwocky,Artist,im looking for songs with a similar sound to the intro of photomaton by jabberwocky,https://en.wikipedia.org/wiki/Jabberwocky_(band),musical group,Jabberwocky_(band),0.3894532873039971
 olenka and the autumn lovers,Artist,polish canadian folk rock olenka and the autumn lovers,https://en.wikipedia.org/wiki/Olenka_and_the_Autumn_Lovers,musical group,Olenka_and_the_Autumn_Lovers,0.6860927636441758
spoiler,WoA,looking for cyberpunk y music like spoiler or clockwork by hyper,https://en.wikipedia.org/wiki/Spoiler_(album),album,Spoiler_(album),0.0
clockwork,WoA,looking for cyberpunk y music like spoiler or clockwork by hyper,https://en.wikipedia.org/wiki/Clockwork_(Angelus_Apatrida_album),album,Clockwork_(Angelus_Apatrida_album),0.0
hyper,Artist,looking for cyberpunk y music like spoiler or clockwork by hyper,https://en.wikipedia.org/wiki/DJ_Hyper,human,DJ_Hyper,0.951756730867146
 japanese ceremonial tea,WoA,songs similar to japanese ceremonial tea | interlude,,,,0.0
ex cops,Artist,need to find song like ex cops black soap,,,,0.0
black soap,WoA,need to find song like ex cops black soap,,,,0.0
daft punk,Artist,looking for artists similar to daft punk,https://en.wikipedia.org/wiki/Daft_Punk,electronica duo,Daft_Punk,5.504862620106499
lean on,WoA,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,https://en.wikipedia.org/wiki/Lean_On,single,Lean_On,2.2955429321724274
major lazer,Artist,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,https://en.wikipedia.org/wiki/Major_Lazer,musical group,Major_Lazer,4.51385441185756
mø,Artist,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,https://en.wikipedia.org/wiki/M%C3%98,human,M%C3%98,3.459669349194666
cuphead rap,WoA,looking for songs like cuphead rap,,,,0.0
marillion,Artist,any bands like fish era marillion,https://en.wikipedia.org/wiki/Marillion,musical group,Marillion,4.6528474191698415
fish,Artist,any bands like fish era marillion,https://en.wikipedia.org/wiki/Fish_(singer),human,Fish_(singer),3.761618314927608
