mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
move,WoA,songs similar to move sleepy tom,https://en.wikipedia.org/wiki/Move_(The_Mamas_song),musical work/composition,Move_(The_Mamas_song),0.0
sleepy tom,Artist,songs similar to move sleepy tom,https://en.wikipedia.org/wiki/Sleepy_Township,musical group,Sleepy_Township,0.5202775396684185
plastic,WoA,looking for music similar to this artist song | moses sumney plastic,https://en.wikipedia.org/wiki/Plastic_(Mitsuki_Aira_album),album,Plastic_(Mitsuki_Aira_album),0.0
moses sumney,Artist,looking for music similar to this artist song | moses sumney plastic,https://en.wikipedia.org/wiki/Moses_Sumney,human,Moses_Sumney,0.9210193446990952
tv on the radio,Artist,songs like tv on the radio dlz,https://en.wikipedia.org/wiki/TV_on_the_Radio,musical group,TV_on_the_Radio,4.388359981954265
dlz,WoA,songs like tv on the radio dlz,,,,0.0
i might be wrong,WoA,looking for some slick dark funky rock | the song that inspired this question was actually i might be wrong by radiohead,https://en.wikipedia.org/wiki/I_Might_Be_Wrong,musical work/composition,I_Might_Be_Wrong,0.4499267151494699
radiohead,Artist,looking for some slick dark funky rock | the song that inspired this question was actually i might be wrong by radiohead,https://en.wikipedia.org/wiki/Radiohead,musical group,Radiohead,6.562410151614332
grave of the fireflies,WoA,looking for a song in similar structure to grave of the fireflies home sweet home,https://en.wikipedia.org/wiki/Grave_of_the_Fireflies_(2005_film),television film,Grave_of_the_Fireflies_(2005_film),0.3788960091488143
home sweet home,WoA,looking for a song in similar structure to grave of the fireflies home sweet home,https://en.wikipedia.org/wiki/Home_Sweet_Home_(M%C3%B6tley_Cr%C3%BCe_song),single,Home_Sweet_Home_(M%C3%B6tley_Cr%C3%BCe_song),2.046071179332856
refrain boy,WoA,all off refrain boy,,,,0.0
all off,Artist,all off refrain boy,,,,0.0
noisia,Artist,artists similar to noisia or tiësto,https://en.wikipedia.org/wiki/Noisia,musical group,Noisia,2.948110360095269
tiësto,Artist,artists similar to noisia or tiësto,https://en.wikipedia.org/wiki/Ti%C3%ABsto,human,Ti%C3%ABsto,5.612079519725
oloff,Artist,oloff i found myself,https://en.wikipedia.org/wiki/Oloff_Smith,human,Oloff_Smith,0.0
i found myself,WoA,oloff i found myself,,,,0.0
frank zappa,Artist,frank zappa music for a primus fan,https://en.wikipedia.org/wiki/Frank_Zappa,human,Frank_Zappa,6.494072874556457
primus,Artist,frank zappa music for a primus fan,https://en.wikipedia.org/wiki/Primus_(band),musical group,Primus_(band),4.705804999252468
hate to see your heart break,WoA,songs like hate to see your heart break by paramore ft joy williams,https://en.wikipedia.org/wiki/Hate_to_See_Your_Heart_Break,musical work/composition,Hate_to_See_Your_Heart_Break,0.0
paramore,Artist,songs like hate to see your heart break by paramore ft joy williams,https://en.wikipedia.org/wiki/Paramore,rock group,Paramore,5.051257895396029
joy williams,Artist,songs like hate to see your heart break by paramore ft joy williams,https://en.wikipedia.org/wiki/Joy_Williams_(singer),human,Joy_Williams_(singer),2.6808632450396868
yuki kajiura,Artist,artists like yuki kajiura,https://en.wikipedia.org/wiki/Yuki_Kajiura,human,Yuki_Kajiura,2.981169429845064
warhammer 40k mechanicus,WoA,something similar to the warhammer 40k mechanicus soundtrack,,,,0.0
the cranberries,Artist,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,https://en.wikipedia.org/wiki/The_Cranberries,rock group,The_Cranberries,4.434659693376243
zombie,WoA,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,https://en.wikipedia.org/wiki/Zombie_(The_Cranberries_song),musical work/composition,Zombie_(The_Cranberries_song),0.0
yeah yeah yeahs,Artist,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,https://en.wikipedia.org/wiki/Yeah_Yeah_Yeahs,musical group,Yeah_Yeah_Yeahs,4.558122164859377
maps,WoA,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,https://en.wikipedia.org/wiki/Maps_(Maroon_5_song),single,Maps_(Maroon_5_song),1.1278466209128997
cat thruster,WoA,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,,,,0.0
deadmau5,Artist,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,https://en.wikipedia.org/wiki/Deadmau5,human,Deadmau5,4.705591747806881
reclaim the balcony,WoA,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,,,,0.0
nightmares on wax,Artist,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,https://en.wikipedia.org/wiki/Nightmares_on_Wax,human,Nightmares_on_Wax,2.609146670153605
da mess sticks,WoA,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,,,,0.0
beatles,Artist,looking for more awesome beatles rap mashup albums like this,https://en.wikipedia.org/wiki/The_Beatles,rock group,The_Beatles,8.838585733458892
radioheads,Artist,looking for 80s song with feeling of radioheads reckoner,https://en.wikipedia.org/wiki/Radiohead,musical group,Radiohead,6.562410151614332
reckoner,WoA,looking for 80s song with feeling of radioheads reckoner,https://en.wikipedia.org/wiki/Reckoner,single,Reckoner,0.636061026044084
scala & kolacny,Artist,music like scala & kolacny | choral renditions covers of songs,,,,0.0
depeches mode,Artist,a song similar to depeches mode work it out,,,,0.0
work it out,WoA,a song similar to depeches mode work it out,https://en.wikipedia.org/wiki/Work_It_Out_(Beyonc%C3%A9_song),single,Work_It_Out_(Beyonc%C3%A9_song),1.8047767507429369
leonards cohen,Artist,any other songs like leonards cohen you want it darker,,,,0.0
you want it darker,WoA,any other songs like leonards cohen you want it darker,https://en.wikipedia.org/wiki/You_Want_It_Darker,album,You_Want_It_Darker,0.8151082860005463
mat zo,Artist,looking for similar songs and genre to mat zo too late | matt lange remix,https://en.wikipedia.org/wiki/Mat_Zo,human,Mat_Zo,2.372846438671761
too late,WoA,looking for similar songs and genre to mat zo too late | matt lange remix,https://en.wikipedia.org/wiki/Too_Late_(True_Love),single,Too_Late_(True_Love),0.0
matt lange,Artist,looking for similar songs and genre to mat zo too late | matt lange remix,https://en.wikipedia.org/wiki/Matt_Lange,human,Matt_Lange,0.0
sam smiths,Artist,looking for music like sam smiths writing on the wall,https://en.wikipedia.org/wiki/Sam_Smith,human,Sam_Smith,0.1297515148165313
writing on the wall,WoA,looking for music like sam smiths writing on the wall,https://en.wikipedia.org/wiki/Writing_on_the_Wall_(Bucks_Fizz_album),album,Writing_on_the_Wall_(Bucks_Fizz_album),1.0976866227326934
kung fu panda,WoA,music similar to kung fu panda soundtrack,https://en.wikipedia.org/wiki/Kung_Fu_Panda:_Secrets_of_the_Masters,animated short film,Kung_Fu_Panda:_Secrets_of_the_Masters,1.142391227739182
thanks for your time,WoA,songs like thanks for your time by gotye,,,,0.0
gotye,Artist,songs like thanks for your time by gotye,https://en.wikipedia.org/wiki/Gotye,human,Gotye,4.007043171871311
chinese man,Artist,chinese man indi groove | similar tunes vibes,https://en.wikipedia.org/wiki/Chinese_Man,musical group,Chinese_Man,0.8688186976158363
procupine tree,Artist,some of my favorite bands include procupine tree and radiohead but ive ran out of new stuff to listen to | any suggestions,,,,0.0
radiohead,Artist,some of my favorite bands include procupine tree and radiohead but ive ran out of new stuff to listen to | any suggestions,https://en.wikipedia.org/wiki/Radiohead,musical group,Radiohead,6.562410151614332
deftones,Artist,something like deftones adrenaline,https://en.wikipedia.org/wiki/Deftones,rock group,Deftones,5.133547642523853
adrenaline,WoA,something like deftones adrenaline,https://en.wikipedia.org/wiki/Adrenaline_(album),album,Adrenaline_(album),1.6617295215985717
carpenter brut,Artist,im looking for songs that are exactly like this carpenter brut beware the beast,https://en.wikipedia.org/wiki/Carpenter_Brut,human,Carpenter_Brut,0.8057963796665959
beware the beast,WoA,im looking for songs that are exactly like this carpenter brut beware the beast,,,,0.0
braveheart,WoA,braveheart end credits choral section,https://en.wikipedia.org/wiki/Braveheart_(Ashanti_album),album,Braveheart_(Ashanti_album),0.4887428988299191
she will be loved,WoA,songs similar to she will be loved by maroon 5,https://en.wikipedia.org/wiki/She_Will_Be_Loved,single,She_Will_Be_Loved,2.2043298897409933
maroon 5,Artist,songs similar to she will be loved by maroon 5,https://en.wikipedia.org/wiki/Maroon_5,musical group,Maroon_5,5.679663213237738
bridge of light,WoA,music like bridge of light from laura craft go,https://en.wikipedia.org/wiki/Bridge_of_Light_(song),single,Bridge_of_Light_(song),0.0
laura craft go,WoA,music like bridge of light from laura craft go,,,,0.0
jim steinman,Artist,any piano heavy rock ballads similar to jim steinman songs,https://en.wikipedia.org/wiki/Jim_Steinman,human,Jim_Steinman,3.85667466088556
borderline,WoA,looking for songs like borderline from tame impala,https://en.wikipedia.org/wiki/Borderline_(Madonna_song),song,Borderline_(Madonna_song),2.214421615349464
tame impala,Artist,looking for songs like borderline from tame impala,https://en.wikipedia.org/wiki/Tame_Impala,musical group,Tame_Impala,3.877230085010712
gianni taylor,Artist,gianni taylor old me | ft ollie joseph,,,,0.0
old me,WoA,gianni taylor old me | ft ollie joseph,https://en.wikipedia.org/wiki/Old_Me_(5_Seconds_of_Summer_song),single,Old_Me_(5_Seconds_of_Summer_song),0.0
ollie joseph,Artist,gianni taylor old me | ft ollie joseph,https://en.wikipedia.org/wiki/Ollie_Josephine_Prescott_Baird_Bennett,human,Ollie_Josephine_Prescott_Baird_Bennett,0.0
define,WoA,songs similar to define by dom dolla,,,,0.0
dom dolla,Artist,songs similar to define by dom dolla,https://en.wikipedia.org/wiki/Dom_Dolla,human,Dom_Dolla,0.0
brother,WoA,any similar songs with brother matt corby,https://en.wikipedia.org/wiki/Brother_(Boyzone_album),album,Brother_(Boyzone_album),0.7179827868094062
matt corby,Artist,any similar songs with brother matt corby,https://en.wikipedia.org/wiki/Matt_Corby,human,Matt_Corby,2.6513324317136586
 jump up super star,WoA,looking for music like jump up super star jazzy lots of brass instruments with large band,,,,0.0
deftone,Artist,lokking for alternative metal like deftone and soundgarden with eerie sounding melody,https://en.wikipedia.org/wiki/Deftones,rock group,Deftones,5.133547642523853
soundgarden,Artist,lokking for alternative metal like deftone and soundgarden with eerie sounding melody,https://en.wikipedia.org/wiki/Soundgarden,rock group,Soundgarden,5.489241713406994
father stretch my hands pt 1,WoA,looking for music similar to the first 35 seconds of father stretch my hands pt 1 eg gospel,,,,0.0
dantes creek,WoA,dantes creek by they,,,,0.0
they,Artist,dantes creek by they,,,,0.0
caleb cruise,Artist,caleb cruise do my dance prod | taylor king,,,,0.0
do my dance,WoA,caleb cruise do my dance prod | taylor king,https://en.wikipedia.org/wiki/Do_My_Dance,single,Do_My_Dance,0.1726195178049607
taylor king,Artist,caleb cruise do my dance prod | taylor king,https://en.wikipedia.org/wiki/Taylor_King,human,Taylor_King,0.6545654402376897
gorillaz,Artist,anything similar to gorillaz,https://en.wikipedia.org/wiki/Gorillaz,virtual band,Gorillaz,5.187996574407592
smile empty soul,Artist,smile empty soul leave a light on,https://en.wikipedia.org/wiki/Smile_Empty_Soul,musical group,Smile_Empty_Soul,2.685711582033237
leave a light on,WoA,smile empty soul leave a light on,https://en.wikipedia.org/wiki/Leave_a_Light_On_(Belinda_Carlisle_song),single,Leave_a_Light_On_(Belinda_Carlisle_song),0.7879154276007192
arctic monkeys,Artist,bands similar to arctic monkeys,https://en.wikipedia.org/wiki/Arctic_Monkeys,rock group,Arctic_Monkeys,5.284758584810186
acoustic,WoA,anything similar vibe to this acoustic pvris ep,https://en.wikipedia.org/wiki/Acoustic_(John_Lennon_album),album,Acoustic_(John_Lennon_album),0.3190341550120923
pvris,Artist,anything similar vibe to this acoustic pvris ep,https://en.wikipedia.org/wiki/Pvris,musical group,Pvris,0.0
beach house,Artist,music like beach house slow dive,https://en.wikipedia.org/wiki/Beach_House,musical group,Beach_House,3.401281470412094
slow dive,WoA,music like beach house slow dive,,,,0.0
burial,Artist,songs albums musicians that sound like burial,https://en.wikipedia.org/wiki/Burial_(musician),human,Burial_(musician),2.824123054768723
all of me feat,WoA,big gigantic all of me feat | logic & rozes,,,,0.0
big gigantic,Artist,big gigantic all of me feat | logic & rozes,https://en.wikipedia.org/wiki/Big_Gigantic,musical ensemble,Big_Gigantic,2.42517473698122
logic,Artist,big gigantic all of me feat | logic & rozes,https://en.wikipedia.org/wiki/Logic_(rapper),human,Logic_(rapper),0.0
rozes,Artist,big gigantic all of me feat | logic & rozes,https://en.wikipedia.org/wiki/Rozes_(musician),human,Rozes_(musician),0.955437159656718
bbno$,Artist,songs similar to the ending part of bbno$ nursery,https://en.wikipedia.org/wiki/Bbno$,human,Bbno$,0.0
nursery,WoA,songs similar to the ending part of bbno$ nursery,https://en.wikipedia.org/wiki/Nursery_Cryme,album,Nursery_Cryme,2.138394535673168
red hot chilli pepperish,Artist,any red hot chilli pepperish rock band,,,,0.0
alone pt 2,WoA,looking for music similar to the first 45 seconds of the music video for alone pt 2 by alan walker,,,,0.0
alan walker,Artist,looking for music similar to the first 45 seconds of the music video for alone pt 2 by alan walker,https://en.wikipedia.org/wiki/Alan_Walker_(music_producer),human,Alan_Walker_(music_producer),2.69509662529558
louis coles,Artist,some electronic funk music similar to louis coles stuff,https://en.wikipedia.org/wiki/Louis_Cole_(musician),human,Louis_Cole_(musician),0.0
love & theft,WoA,similar album to love & theft by bob dylan,https://en.wikipedia.org/wiki/Love_and_Theft_(Bob_Dylan_album),album,Love_and_Theft_(Bob_Dylan_album),2.1810801002956897
bob dylan,Artist,similar album to love & theft by bob dylan,https://en.wikipedia.org/wiki/Bob_Dylan,human,Bob_Dylan,8.17650114484013
parov,Artist,need more music like this moody melancholic almost dramatic nightly music | i love parov and this is so different from his other stuff,https://en.wikipedia.org/wiki/Parov_Stelar,human,Parov_Stelar,1.9491352678861968
tahiti,WoA,looking for music similar to tahiti by weird party,,,,0.0
weird party,Artist,looking for music similar to tahiti by weird party,,,,0.0
rage against the machine,Artist,bands like rage against the machine for a death metal fan,https://en.wikipedia.org/wiki/Rage_Against_the_Machine,rock group,Rage_Against_the_Machine,5.500131794744316
night flight,WoA,something similar to night flight quintus project and no happy endings tangerine dream,https://en.wikipedia.org/wiki/Night_Flight_(song),musical work/composition,Night_Flight_(song),0.0
quintus project,Artist,something similar to night flight quintus project and no happy endings tangerine dream,,,,0.0
no happy endings,WoA,something similar to night flight quintus project and no happy endings tangerine dream,,,,0.0
 tangerine dream,Artist,something similar to night flight quintus project and no happy endings tangerine dream,https://en.wikipedia.org/wiki/Tangerine_Dream,musical group,Tangerine_Dream,4.738759767714869
juice wrld,Artist,music like juice wrld and lil uzi vert,https://en.wikipedia.org/wiki/Juice_Wrld,human,Juice_Wrld,0.0
lil uzi vert,Artist,music like juice wrld and lil uzi vert,https://en.wikipedia.org/wiki/Lil_Uzi_Vert,human,Lil_Uzi_Vert,3.3670528609499453
rudimental,Artist,similar to rudimental,https://en.wikipedia.org/wiki/Rudimental,musical group,Rudimental,3.615143818444265
perturbator,Artist,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,https://en.wikipedia.org/wiki/Perturbator,human,Perturbator,0.6438980877076723
carpenter brut,Artist,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,https://en.wikipedia.org/wiki/Carpenter_Brut,human,Carpenter_Brut,0.8057963796665959
gost,Artist,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,https://en.wikipedia.org/wiki/G%C3%B6sta_Bohman,human,G%C3%B6sta_Bohman,1.0551157367402126
lamb of god,Artist,more like lamb of god | groove thrash metal,https://en.wikipedia.org/wiki/Lamb_of_God_(band),musical group,Lamb_of_God_(band),4.580110066814358
aint no sunshine,WoA,aint no sunshine by matt andersen looking for more performances like this where the artist pours every ounce of their being into the song,,,,0.0
matt andersen,Artist,aint no sunshine by matt andersen looking for more performances like this where the artist pours every ounce of their being into the song,https://en.wikipedia.org/wiki/Matt_Andersen,human,Matt_Andersen,1.5140484193634052
rothrigo,Artist,rothrigo up and away,,,,0.0
up and away,WoA,rothrigo up and away,https://en.wikipedia.org/wiki/Up_and_Away_(film),film,Up_and_Away_(film),0.0
strangers,WoA,looking for songs that have a similar moody chord progression like this one | strangers by the sinking ships,https://en.wikipedia.org/wiki/Strangers_(Sigrid_song),musical work/composition,Strangers_(Sigrid_song),0.0
the sinking ships,Artist,looking for songs that have a similar moody chord progression like this one | strangers by the sinking ships,https://en.wikipedia.org/wiki/The_Sinking_Ships,musical group,The_Sinking_Ships,0.0
dreams,WoA,looking for songs similar to dreams by joakim karud,https://en.wikipedia.org/wiki/Dreams_(Fleetwood_Mac_song),musical work/composition,Dreams_(Fleetwood_Mac_song),2.5269812567746364
joakim karud,Artist,looking for songs similar to dreams by joakim karud,,,,0.0
whitney houstons,Artist,songs similar to whitney houstons one of those days,https://en.wikipedia.org/wiki/Whitney_Houston,human,Whitney_Houston,6.581153809505283
one of those days,WoA,songs similar to whitney houstons one of those days,https://en.wikipedia.org/wiki/One_of_Those_Days,single,One_of_Those_Days,0.8191934280901894
planez,WoA,chill rap songs like planez by jeremih j cole,https://en.wikipedia.org/wiki/Planez,single,Planez,0.0
jeremih,Artist,chill rap songs like planez by jeremih j cole,https://en.wikipedia.org/wiki/Jeremih,human,Jeremih,4.074027844938691
 j cole,Artist,chill rap songs like planez by jeremih j cole,https://en.wikipedia.org/wiki/J._Cole,human,J._Cole,4.7019309230135455
