mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
the soviettes,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,https://en.wikipedia.org/wiki/The_Soviettes,musical group,The_Soviettes,1.4083390981856567
be your own pet,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,https://en.wikipedia.org/wiki/Be_Your_Own_Pet,musical group,Be_Your_Own_Pet,2.0714415604808085
tweens,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,,,,0.0
dog party,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,https://en.wikipedia.org/wiki/Dog_Party_(band),musical group,Dog_Party_(band),0.0
tilt,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,https://en.wikipedia.org/wiki/Tilt_(Polish_band),musical group,Tilt_(Polish_band),0.5781912062154664
ach so gern,WoA,similar to ach so gern,,,,0.0
kid rocks,Artist,looking for songs similar to kid rocks greatest show on earth,https://en.wikipedia.org/wiki/Twisted_Brown_Trucker,musical group,Twisted_Brown_Trucker,1.2923796085220225
greatest show on earth,WoA,looking for songs similar to kid rocks greatest show on earth,https://en.wikipedia.org/wiki/The_Greatest_Show_on_Earth_(film),film,The_Greatest_Show_on_Earth_(film),3.1052874926727547
beret,Artist,beret ojalá,https://en.wikipedia.org/wiki/Beret_(singer),human,Beret_(singer),0.0
ojalá,WoA,beret ojalá,https://en.wikipedia.org/wiki/Ojal%C3%A1_(song),musical work/composition,Ojal%C3%A1_(song),0.0
airport bar,WoA,song similar to airport bar by noah,,,,0.0
noah,Artist,song similar to airport bar by noah,https://en.wikipedia.org/wiki/Noa_(singer),human,Noa_(singer),0.0
sweet,Artist,songs bands like sweet,https://en.wikipedia.org/wiki/The_Sweet,musical group,The_Sweet,4.261382797754404
smino,Artist,artists like smino sudan archives fjk jessie reyez or tash sultana,https://en.wikipedia.org/wiki/Smino,human,Smino,0.928043904022287
sudan archives,Artist,artists like smino sudan archives fjk jessie reyez or tash sultana,https://en.wikipedia.org/wiki/Sudan_Archives,human,Sudan_Archives,0.0
fjk,Artist,artists like smino sudan archives fjk jessie reyez or tash sultana,https://en.wikipedia.org/wiki/Theodosius_Dobzhansky,human,Theodosius_Dobzhansky,3.324031591276933
jessie reyez,Artist,artists like smino sudan archives fjk jessie reyez or tash sultana,https://en.wikipedia.org/wiki/Jessie_Reyez,human,Jessie_Reyez,1.2014231583232782
tash sultana,Artist,artists like smino sudan archives fjk jessie reyez or tash sultana,https://en.wikipedia.org/wiki/Tash_Sultana,human,Tash_Sultana,1.4759674641616165
alt j,Artist,looking for something similar to an awesome wave by alt j,https://en.wikipedia.org/wiki/Alt-J,musical group,Alt-J,3.674970657534926
an awesome wave,WoA,looking for something similar to an awesome wave by alt j,https://en.wikipedia.org/wiki/An_Awesome_Wave,album,An_Awesome_Wave,1.51147817845046
tax payers,Artist,songs similar to i love you like a alcoholic tax payers,,,,0.0
i love you like a alcoholic,WoA,songs similar to i love you like a alcoholic tax payers,,,,0.0
chet faker,Artist,im addicted to this song is not about a girl by flume & chet faker | what else would i like,https://en.wikipedia.org/wiki/Chet_Faker,human,Chet_Faker,0.0
flume,Artist,im addicted to this song is not about a girl by flume & chet faker | what else would i like,https://en.wikipedia.org/wiki/Flume_(musician),human,Flume_(musician),3.296509002129861
this song is not about a girl,WoA,im addicted to this song is not about a girl by flume & chet faker | what else would i like,,,,0.0
automachef,WoA,looking for music that is similar to the soundtrack in little known game automachef,,,,0.0
guardians of the galaxy,WoA,some music like the one in guardians of the galaxy,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(soundtrack),album,Guardians_of_the_Galaxy_(soundtrack),0.8933516160811497
the contortionists,Artist,looking for similar stuff to the contortionists rediscovered tracks,https://en.wikipedia.org/wiki/The_Contortionist,musical group,The_Contortionist,1.9738851035233864
the black keys,Artist,songs like the black keys i got mine | just some good old fashioned f u rock n roll,https://en.wikipedia.org/wiki/The_Black_Keys,musical duo,The_Black_Keys,4.892264092082893
i got mine,WoA,songs like the black keys i got mine | just some good old fashioned f u rock n roll,https://en.wikipedia.org/wiki/I_Got_Mine_(The_Black_Keys_song),musical work/composition,I_Got_Mine_(The_Black_Keys_song),0.2557377890705119
solitude standing,WoA,trying to find an album like solitude standing by suzanne vega my favorite album since age 7,https://en.wikipedia.org/wiki/Solitude_Standing,album,Solitude_Standing,0.930664108044846
suzanne vega,Artist,trying to find an album like solitude standing by suzanne vega my favorite album since age 7,https://en.wikipedia.org/wiki/Suzanne_Vega,human,Suzanne_Vega,4.429695776946174
metro booming,Artist,i like metro booming no complaints and drake sneakin i need more songs with this vibe any ideas,https://en.wikipedia.org/wiki/Metro_Boomin,human,Metro_Boomin,3.517380703486335
no complaints,WoA,i like metro booming no complaints and drake sneakin i need more songs with this vibe any ideas,https://en.wikipedia.org/wiki/No_Complaints,single,No_Complaints,0.0
drake,Artist,i like metro booming no complaints and drake sneakin i need more songs with this vibe any ideas,https://en.wikipedia.org/wiki/Drake_(musician),human,Drake_(musician),6.552086778216472
sneakin,WoA,i like metro booming no complaints and drake sneakin i need more songs with this vibe any ideas,https://en.wikipedia.org/wiki/Sneakin%27_Suspicion,album,Sneakin%27_Suspicion,0.4333700554872468
atlantis,WoA,synth & rap songs like atlantis by bridgit mendler,https://en.wikipedia.org/wiki/Atlantis_(1930_film),film,Atlantis_(1930_film),0.0
bridgit mendler,Artist,synth & rap songs like atlantis by bridgit mendler,https://en.wikipedia.org/wiki/Bridgit_Mendler,human,Bridgit_Mendler,3.401246754016116
caye,Artist,caye merry go round,https://en.wikipedia.org/wiki/Cay_(band),musical group,Cay_(band),0.0
merry go round,WoA,caye merry go round,https://en.wikipedia.org/wiki/Merry_Go_Round_(Delinquent_Habits_album),album,Merry_Go_Round_(Delinquent_Habits_album),0.103230740766893
a star is born,WoA,country rock stuff like from a star is born,https://en.wikipedia.org/wiki/A_Star_Is_Born_(1976_soundtrack),album,A_Star_Is_Born_(1976_soundtrack),0.0
bones,Artist,looking for similar sad depressed ambient atmospheric beats such as this bones deadindesignerclothes | internetboi remix,https://en.wikipedia.org/wiki/Arnold_Boonen,human,Arnold_Boonen,0.9733906326477212
deadindesignerclothes,WoA,looking for similar sad depressed ambient atmospheric beats such as this bones deadindesignerclothes | internetboi remix,,,,0.0
internetboi,Artist,looking for similar sad depressed ambient atmospheric beats such as this bones deadindesignerclothes | internetboi remix,,,,0.0
soho disco,Artist,soho disco hold on,,,,0.0
hold on,WoA,soho disco hold on,https://en.wikipedia.org/wiki/Hold_On_(Jonas_Brothers_song),song,Hold_On_(Jonas_Brothers_song),0.7654165823294434
2 pac,Artist,looking for deep music similar to 2 pac styles p,https://en.wikipedia.org/wiki/Tupac_Shakur,human,Tupac_Shakur,6.13408793396105
styles p,Artist,looking for deep music similar to 2 pac styles p,https://en.wikipedia.org/wiki/Styles_of_Beyond,musical group,Styles_of_Beyond,2.5349540993996023
cindy,WoA,songs similar to cindy by tammany hall nyc,https://en.wikipedia.org/wiki/Cindy_(folk_song),musical work/composition,Cindy_(folk_song),0.5144261622875952
tammany hall nyc,Artist,songs similar to cindy by tammany hall nyc,https://en.wikipedia.org/wiki/Tammany_Hall_NYC,musical group,Tammany_Hall_NYC,0.2060185523809306
rage against the machine,Artist,in need of some music similar to the likes of rage against the machine bring me the horizon and dz deathrays,https://en.wikipedia.org/wiki/Rage_Against_the_Machine,rock group,Rage_Against_the_Machine,5.500131794744316
bring me the horizon,Artist,in need of some music similar to the likes of rage against the machine bring me the horizon and dz deathrays,https://en.wikipedia.org/wiki/Bring_Me_the_Horizon,musical group,Bring_Me_the_Horizon,4.209164132349404
dz deathrays,Artist,in need of some music similar to the likes of rage against the machine bring me the horizon and dz deathrays,https://en.wikipedia.org/wiki/DZ_Deathrays,musical ensemble,DZ_Deathrays,1.5307789094650044
the honeymoon era,WoA,the honeymoon era by paiige,,,,0.0
paiige,Artist,the honeymoon era by paiige,,,,0.0
seeya,WoA,any similiar suggestions to the song seeya by deadmau5 and colleen dagostino,https://en.wikipedia.org/wiki/Seeya_(Deadmau5_song),single,Seeya_(Deadmau5_song),0.0
deadmau5,Artist,any similiar suggestions to the song seeya by deadmau5 and colleen dagostino,https://en.wikipedia.org/wiki/Deadmau5,human,Deadmau5,4.705591747806881
colleen dagostino,Artist,any similiar suggestions to the song seeya by deadmau5 and colleen dagostino,,,,0.0
the chain,WoA,intense songs like the chain by fleetwood mac,https://en.wikipedia.org/wiki/The_Chain,musical work/composition,The_Chain,2.0150189337139786
fleetwood mac,Artist,intense songs like the chain by fleetwood mac,https://en.wikipedia.org/wiki/Fleetwood_Mac,rock group,Fleetwood_Mac,6.0841122331975175
koi child,Artist,after a long music rut i was happy to find koi child but theyre gone now and i need more,https://en.wikipedia.org/wiki/Koi_Child,human,Koi_Child,0.0
sturgill simpson,Artist,recommend for me something similar to sturgill simpson,https://en.wikipedia.org/wiki/Sturgill_Simpson,human,Sturgill_Simpson,2.664334312301909
post malone,Artist,im searching for songs that are like post malone leave,https://en.wikipedia.org/wiki/Post_Malone,human,Post_Malone,3.190445301013062
leave,WoA,im searching for songs that are like post malone leave,https://en.wikipedia.org/wiki/Leave_(album),album,Leave_(album),0.0786278567472393
black sheep,WoA,can you suggest some songs similar to black sheep from scott pilgrim vs the world,https://en.wikipedia.org/wiki/Kuroi_Hitsuji,single,Kuroi_Hitsuji,0.0
scott pilgrim vs the world,WoA,can you suggest some songs similar to black sheep from scott pilgrim vs the world,https://en.wikipedia.org/wiki/Scott_Pilgrim_vs._the_World,film,Scott_Pilgrim_vs._the_World,3.532981153477172
nier automatas,WoA,music similar to nier automatas soundtrack,,,,0.0
princess and the frog,WoA,upbeat jazz like those from princess and the frog and hadestown,https://en.wikipedia.org/wiki/The_Princess_and_the_Frog,animated feature film,The_Princess_and_the_Frog,3.719907354799542
hadestown,WoA,upbeat jazz like those from princess and the frog and hadestown,https://en.wikipedia.org/wiki/Hadestown_cast_recordings,album,Hadestown_cast_recordings,0.0
arctic monkeys,Artist,indie arctic monkeys green day nirvana etc,https://en.wikipedia.org/wiki/Arctic_Monkeys,rock group,Arctic_Monkeys,5.284758584810186
nirvana,Artist,indie arctic monkeys green day nirvana etc,https://en.wikipedia.org/wiki/Nirvana_(band),rock group,Nirvana_(band),6.635762202347882
green day,Artist,indie arctic monkeys green day nirvana etc,https://en.wikipedia.org/wiki/Green_Day,rock group,Green_Day,6.372923356237793
kid cudis,Artist,music like kid cudis,https://en.wikipedia.org/wiki/Kid_Cudi,human,Kid_Cudi,4.655602130249489
overcooked,WoA,looking for songs with a sad harmonica like the overcooked theme song,https://en.wikipedia.org/wiki/Overcooked,video game,Overcooked,0.2535614089422857
wayfaring strangers,WoA,suggest something similar to wayfaring strangers by johnny cash | some good fiddle music,,,,0.0
johnny cash,Artist,suggest something similar to wayfaring strangers by johnny cash | some good fiddle music,https://en.wikipedia.org/wiki/Johnny_Cash,human,Johnny_Cash,6.911468083752947
time to move,WoA,recently listened to time to move by carmen,https://en.wikipedia.org/wiki/Time_to_Move_(Blake_McGrath_album),album,Time_to_Move_(Blake_McGrath_album),0.0
carmen,Artist,recently listened to time to move by carmen,https://en.wikipedia.org/wiki/Ang%C3%A9lique_Kidjo,human,Ang%C3%A9lique_Kidjo,3.7758728781246607
the nights,WoA,looking for songs like the nights | avicii,https://en.wikipedia.org/wiki/The_Nights,single,The_Nights,0.4118603692388412
avicii,Artist,looking for songs like the nights | avicii,https://en.wikipedia.org/wiki/Avicii,human,Avicii,4.892366893419402
feel good inc,WoA,something that kind of sounds similar to the chorus of feel good inc,https://en.wikipedia.org/wiki/Feel_Good_Inc.,single,Feel_Good_Inc.,2.393558487518004
hold my liquor,WoA,more songs like hold my liquor by kanye west,https://en.wikipedia.org/wiki/Hold_My_Liquor,musical work/composition,Hold_My_Liquor,0.0325995177774931
kanye west,Artist,more songs like hold my liquor by kanye west,https://en.wikipedia.org/wiki/Kids_See_Ghosts,musical duo,Kids_See_Ghosts,0.0
blank space,WoA,songs similar to blank space by i prevail,https://en.wikipedia.org/wiki/Blank_Space,single,Blank_Space,2.590193111485138
i prevail,Artist,songs similar to blank space by i prevail,https://en.wikipedia.org/wiki/I_Prevail,musical group,I_Prevail,1.3107874538029236
esbe,Artist,trying to find the music genre and any suggestions like the second half of this song already set the start point to halfway similar to esbe fulfill the dream,https://en.wikipedia.org/wiki/A_Friend_in_London,musical group,A_Friend_in_London,1.1693910024026462
fulfill the dream,WoA,trying to find the music genre and any suggestions like the second half of this song already set the start point to halfway similar to esbe fulfill the dream,,,,0.0
soad,Artist,band comparable to soad,https://en.wikipedia.org/wiki/System_of_a_Down,musical group,System_of_a_Down,5.010580524493063
atb,Artist,what songs are similar to atb when it ends it starts again,https://en.wikipedia.org/wiki/ATB,human,ATB,3.4806830835176523
when it ends it starts again,WoA,what songs are similar to atb when it ends it starts again,,,,0.0
allday,Artist,anything similar to australian rapper allday,https://en.wikipedia.org/wiki/Allday,human,Allday,1.1256805052428105
tyler the creator,Artist,ive been getting into tyler the creator and chance the rapper recently | also looking for artists similar to elvis bob crosby and that kinda vibe,,,,0.0
chance the rapper,Artist,ive been getting into tyler the creator and chance the rapper recently | also looking for artists similar to elvis bob crosby and that kinda vibe,https://en.wikipedia.org/wiki/Chance_the_Rapper,human,Chance_the_Rapper,4.273766686548825
bob crosby,Artist,ive been getting into tyler the creator and chance the rapper recently | also looking for artists similar to elvis bob crosby and that kinda vibe,https://en.wikipedia.org/wiki/Bob_Crosby,human,Bob_Crosby,3.754607704203656
elvis,Artist,ive been getting into tyler the creator and chance the rapper recently | also looking for artists similar to elvis bob crosby and that kinda vibe,https://en.wikipedia.org/wiki/Elvis_Presley,human,Elvis_Presley,8.028838249491614
portland,WoA,music like portland by bowling shoes,,,,0.0
bowling shoes,Artist,music like portland by bowling shoes,,,,0.0
akiko shikatas,Artist,songs similar to akiko shikatas hymnos,https://en.wikipedia.org/wiki/Akiko_Shikata,human,Akiko_Shikata,1.4436873153543246
coco,WoA,i want more spanish language music in similar style to the soundtrack of the movie coco,https://en.wikipedia.org/wiki/Coco_(album),album,Coco_(album),1.5156924221514352
endless summer,WoA,similar songs to endless summer by the midnight,https://en.wikipedia.org/wiki/Endless_Summer_(Oceana_song),song,Endless_Summer_(Oceana_song),0.267816986973143
the midnight,Artist,similar songs to endless summer by the midnight,https://en.wikipedia.org/wiki/The_Midnight,musical group,The_Midnight,0.0
trust,Artist,looking for bands artists similar to trust,https://en.wikipedia.org/wiki/Trust_(French_band),rock group,Trust_(French_band),2.21619252517954
worakls,Artist,music like worakls,https://en.wikipedia.org/wiki/Worakls,human,Worakls,0.2637736845777549
hermeto pascoal,Artist,love hermeto pascoal similar artists,https://en.wikipedia.org/wiki/Hermeto_Pascoal,human,Hermeto_Pascoal,2.9997935710971024
pink floyd,Artist,the piper at the gates of dawn pink floyd,https://en.wikipedia.org/wiki/Pink_Floyd,rock group,Pink_Floyd,7.217513633743452
the piper at the gates of dawn,WoA,the piper at the gates of dawn pink floyd,https://en.wikipedia.org/wiki/The_Piper_at_the_Gates_of_Dawn,album,The_Piper_at_the_Gates_of_Dawn,2.882362593412552
sopor aeternus,Artist,similar music as sopor aeternus,https://en.wikipedia.org/wiki/Sopor_Aeternus_and_The_Ensemble_of_Shadows,musical group,Sopor_Aeternus_and_The_Ensemble_of_Shadows,0.0
cherokee,Artist,cherokee numb | 2015,https://en.wikipedia.org/wiki/Ray_Price_(musician),human,Ray_Price_(musician),4.089660662442686
numb,WoA,cherokee numb | 2015,https://en.wikipedia.org/wiki/Numb_(Linkin_Park_song),single,Numb_(Linkin_Park_song),2.102066870586926
sunslammer,WoA,recommend me some songs similar to the sunslammer cement city remix by homestuck,,,,0.0
cement city,Artist,recommend me some songs similar to the sunslammer cement city remix by homestuck,,,,0.0
homestuck,Artist,recommend me some songs similar to the sunslammer cement city remix by homestuck,,,,0.0
good news,WoA,songs like good news by mac miller | preferrably hip hop,https://en.wikipedia.org/wiki/Good_News_(Lena_album),album,Good_News_(Lena_album),0.6301309209350361
mac miller,Artist,songs like good news by mac miller | preferrably hip hop,https://en.wikipedia.org/wiki/Mac_Miller,human,Mac_Miller,4.2415335155732485
the chain,WoA,something along the lines of either the chain or mr blue sky,https://en.wikipedia.org/wiki/The_Chain,musical work/composition,The_Chain,2.0150189337139786
mr blue sky,WoA,something along the lines of either the chain or mr blue sky,,,,0.0
oxygen,WoA,heavy bass x gothic rap like oxygen by bones,https://en.wikipedia.org/wiki/Oxygen_(Wild_Orchid_album),album,Oxygen_(Wild_Orchid_album),0.4479241741424253
bones,Artist,heavy bass x gothic rap like oxygen by bones,https://en.wikipedia.org/wiki/Arnold_Boonen,human,Arnold_Boonen,0.9733906326477212
